Strain	Lineage	BdDV1	scaffold_10	start	end	Coverage	Average_NCL	Coverage/Average_NCL
CLFT071	BRAZIL	Uninfected	scaffold_10	31473	31573	5.15	62.49	0.082413186
CLFT071	BRAZIL	Uninfected	scaffold_10	31573	31673	12.86	62.49	0.205792927
CLFT071	BRAZIL	Uninfected	scaffold_10	31673	31773	9.03	62.49	0.14450312
CLFT071	BRAZIL	Uninfected	scaffold_10	31773	31873	15.58	62.49	0.249319891
CLFT071	BRAZIL	Uninfected	scaffold_10	31873	31973	26.05	62.49	0.416866699
CLFT071	BRAZIL	Uninfected	scaffold_10	31973	32073	16.76	62.49	0.268202912
CLFT071	BRAZIL	Uninfected	scaffold_10	32073	32173	2.74	62.49	0.043847016
CLFT071	BRAZIL	Uninfected	scaffold_10	32173	32273	4.27	62.49	0.068330933
CLFT071	BRAZIL	Uninfected	scaffold_10	32273	32373	14.54	62.49	0.232677228
CLFT071	BRAZIL	Uninfected	scaffold_10	32373	32473	32.17	62.49	0.514802368
CLFT071	BRAZIL	Uninfected	scaffold_10	32473	32573	31.77	62.49	0.508401344
CLFT071	BRAZIL	Uninfected	scaffold_10	32573	32673	30.06	62.49	0.481036966
CLFT071	BRAZIL	Uninfected	scaffold_10	32673	32773	34.05	62.49	0.544887182
CLFT071	BRAZIL	Uninfected	scaffold_10	32773	32873	33.77	62.49	0.540406465
CLFT071	BRAZIL	Uninfected	scaffold_10	32873	32973	23.77	62.49	0.380380861
CLFT071	BRAZIL	Uninfected	scaffold_10	32973	33073	22.12	62.49	0.353976636
CLFT071	BRAZIL	Uninfected	scaffold_10	33073	33173	37.18	62.49	0.594975196
CLFT071	BRAZIL	Uninfected	scaffold_10	33173	33273	34.61	62.49	0.553848616
CLFT071	BRAZIL	Uninfected	scaffold_10	33273	33373	26.46	62.49	0.423427748
CLFT071	BRAZIL	Uninfected	scaffold_10	33373	33473	11	62.49	0.176028165
CLFT071	BRAZIL	Uninfected	scaffold_10	33473	33573	8.33	62.49	0.133301328
CLFT071	BRAZIL	Uninfected	scaffold_10	33573	33615	6.738095	62.49	0.107826772
CLFT071	BRAZIL	Uninfected	scaffold_10	33616	33716	6.35	62.49	0.101616259
CLFT071	BRAZIL	Uninfected	scaffold_10	33716	33816	14.97	62.49	0.239558329
CLFT071	BRAZIL	Uninfected	scaffold_10	33816	33916	13.22	62.49	0.211553849
CLFT071	BRAZIL	Uninfected	scaffold_10	33916	34016	4.03	62.49	0.064490318
CLFT071	BRAZIL	Uninfected	scaffold_10	34016	34116	4.68	62.49	0.074891983
CLFT071	BRAZIL	Uninfected	scaffold_10	34116	34216	2.62	62.49	0.041926708
CLFT071	BRAZIL	Uninfected	scaffold_10	34216	34228	1	62.49	0.01600256
CLFT071	BRAZIL	Uninfected	scaffold_10	34338	34438	4.27	62.49	0.068330933
CLFT071	BRAZIL	Uninfected	scaffold_10	34438	34538	6.91	62.49	0.110577692
CLFT071	BRAZIL	Uninfected	scaffold_10	34538	34638	6.4	62.49	0.102416387
CLFT071	BRAZIL	Uninfected	scaffold_10	34638	34738	5.67	62.49	0.090734518
CLFT071	BRAZIL	Uninfected	scaffold_10	34738	34838	13.53	62.49	0.216514642
CLFT071	BRAZIL	Uninfected	scaffold_10	34838	34938	15.81	62.49	0.25300048
CLFT071	BRAZIL	Uninfected	scaffold_10	34938	35038	17.43	62.49	0.278924628
CLFT071	BRAZIL	Uninfected	scaffold_10	35038	35138	16.27	62.49	0.260361658
CLFT071	BRAZIL	Uninfected	scaffold_10	35138	35238	5.83	62.49	0.093294927
CLFT071	BRAZIL	Uninfected	scaffold_10	35238	35338	4.84	62.49	0.077452392
CLFT071	BRAZIL	Uninfected	scaffold_10	35338	35438	13.99	62.49	0.22387582
CLFT071	BRAZIL	Uninfected	scaffold_10	35438	35538	7.77	62.49	0.124339894
CLFT071	BRAZIL	Uninfected	scaffold_10	35538	35629	4.901099	62.49	0.078430133
CLFT071	BRAZIL	Uninfected	scaffold_10	35703	35803	4.21	62.49	0.067370779
CLFT071	BRAZIL	Uninfected	scaffold_10	35803	35903	10.39	62.49	0.166266603
CLFT071	BRAZIL	Uninfected	scaffold_10	35903	36003	15.75	62.49	0.252040326
CLFT071	BRAZIL	Uninfected	scaffold_10	36003	36103	20.65	62.49	0.330452872
CLFT071	BRAZIL	Uninfected	scaffold_10	36103	36203	13.29	62.49	0.212674028
CLFT071	BRAZIL	Uninfected	scaffold_10	36203	36252	4.632653	62.49	0.074134309
CLFT071	BRAZIL	Uninfected	scaffold_10	36305	36396	1.10989	62.49	0.017761082
CLFT071	BRAZIL	Uninfected	scaffold_10	36465	36565	9.84	62.49	0.157465194
HR1	CAPE	Infected	scaffold_10	14	56	2.071429	82.61	0.025074797
HR1	CAPE	Infected	scaffold_10	291	391	10.44	82.61	0.126376952
HR1	CAPE	Infected	scaffold_10	391	491	16.66	82.61	0.2016705
HR1	CAPE	Infected	scaffold_10	491	495	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	527	627	75.09	82.61	0.908969858
HR1	CAPE	Infected	scaffold_10	627	727	89.66	82.61	1.085340758
HR1	CAPE	Infected	scaffold_10	727	827	25.6	82.61	0.309889844
HR1	CAPE	Infected	scaffold_10	827	927	5.59	82.61	0.067667353
HR1	CAPE	Infected	scaffold_10	927	1027	3.33	82.61	0.04030989
HR1	CAPE	Infected	scaffold_10	1027	1090	3.333333	82.61	0.040350236
HR1	CAPE	Infected	scaffold_10	2624	2654	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	2695	2795	2.24	82.61	0.027115361
HR1	CAPE	Infected	scaffold_10	2795	2895	4.15	82.61	0.050236049
HR1	CAPE	Infected	scaffold_10	2895	2995	3.76	82.61	0.045515071
HR1	CAPE	Infected	scaffold_10	2995	3095	10.74	82.61	0.130008474
HR1	CAPE	Infected	scaffold_10	3095	3195	7.75	82.61	0.093814308
HR1	CAPE	Infected	scaffold_10	3195	3295	13.03	82.61	0.157729088
HR1	CAPE	Infected	scaffold_10	3295	3395	43.46	82.61	0.52608643
HR1	CAPE	Infected	scaffold_10	3395	3495	60.44	82.61	0.731630553
HR1	CAPE	Infected	scaffold_10	3495	3595	86.33	82.61	1.045030868
HR1	CAPE	Infected	scaffold_10	3595	3695	81.15	82.61	0.982326595
HR1	CAPE	Infected	scaffold_10	3695	3795	110.75	82.61	1.340636727
HR1	CAPE	Infected	scaffold_10	3795	3895	126.49	82.61	1.53117056
HR1	CAPE	Infected	scaffold_10	3895	3995	78.09	82.61	0.945285074
HR1	CAPE	Infected	scaffold_10	3995	4095	80.63	82.61	0.976031957
HR1	CAPE	Infected	scaffold_10	4095	4195	41.39	82.61	0.501028931
HR1	CAPE	Infected	scaffold_10	4195	4295	31.78	82.61	0.384699189
HR1	CAPE	Infected	scaffold_10	4295	4395	86.85	82.61	1.051325505
HR1	CAPE	Infected	scaffold_10	4395	4495	75.41	82.61	0.912843481
HR1	CAPE	Infected	scaffold_10	4495	4595	68.96	82.61	0.834765767
HR1	CAPE	Infected	scaffold_10	4595	4695	55.59	82.61	0.672920954
HR1	CAPE	Infected	scaffold_10	4695	4770	23.8	82.61	0.288100714
HR1	CAPE	Infected	scaffold_10	5180	5280	1.67	82.61	0.02021547
HR1	CAPE	Infected	scaffold_10	5280	5380	2.8	82.61	0.033894202
HR1	CAPE	Infected	scaffold_10	5380	5480	6.83	82.61	0.082677642
HR1	CAPE	Infected	scaffold_10	5480	5580	5.65	82.61	0.068393657
HR1	CAPE	Infected	scaffold_10	5580	5680	26.85	82.61	0.325021184
HR1	CAPE	Infected	scaffold_10	5680	5780	43.88	82.61	0.53117056
HR1	CAPE	Infected	scaffold_10	5780	5880	65.11	82.61	0.78816124
HR1	CAPE	Infected	scaffold_10	5880	5980	67.76	82.61	0.82023968
HR1	CAPE	Infected	scaffold_10	5980	6080	69.72	82.61	0.843965622
HR1	CAPE	Infected	scaffold_10	6080	6180	89.5	82.61	1.083403946
HR1	CAPE	Infected	scaffold_10	6180	6280	48.9	82.61	0.591938022
HR1	CAPE	Infected	scaffold_10	6280	6380	25.12	82.61	0.304079409
HR1	CAPE	Infected	scaffold_10	6380	6480	19.48	82.61	0.235806803
HR1	CAPE	Infected	scaffold_10	6480	6580	9.07	82.61	0.109793003
HR1	CAPE	Infected	scaffold_10	6580	6667	5.448276	82.61	0.065951773
HR1	CAPE	Infected	scaffold_10	6682	6782	8.44	82.61	0.102166808
HR1	CAPE	Infected	scaffold_10	6782	6882	7.59	82.61	0.091877497
HR1	CAPE	Infected	scaffold_10	6882	6982	24.32	82.61	0.294395352
HR1	CAPE	Infected	scaffold_10	6982	7082	41.57	82.61	0.503207844
HR1	CAPE	Infected	scaffold_10	7082	7182	34.21	82.61	0.414114514
HR1	CAPE	Infected	scaffold_10	7182	7282	21.99	82.61	0.266190534
HR1	CAPE	Infected	scaffold_10	7282	7382	16.03	82.61	0.194044305
HR1	CAPE	Infected	scaffold_10	7382	7482	16.39	82.61	0.19840213
HR1	CAPE	Infected	scaffold_10	7482	7582	24.64	82.61	0.298268975
HR1	CAPE	Infected	scaffold_10	7582	7682	33.54	82.61	0.406004116
HR1	CAPE	Infected	scaffold_10	7682	7782	18.39	82.61	0.222612275
HR1	CAPE	Infected	scaffold_10	7782	7859	6.246753	82.61	0.075617395
HR1	CAPE	Infected	scaffold_10	7905	8005	101.07	82.61	1.22345963
HR1	CAPE	Infected	scaffold_10	8005	8105	193.53	82.61	2.342694589
HR1	CAPE	Infected	scaffold_10	8505	8605	208.43	82.61	2.523060162
HR1	CAPE	Infected	scaffold_10	8605	8705	198.97	82.61	2.408546181
HR1	CAPE	Infected	scaffold_10	8705	8805	203.04	82.61	2.457813824
HR1	CAPE	Infected	scaffold_10	8805	8905	172.79	82.61	2.091635395
HR1	CAPE	Infected	scaffold_10	8905	9005	200.79	82.61	2.430577412
HR1	CAPE	Infected	scaffold_10	9005	9105	181.36	82.61	2.195375862
HR1	CAPE	Infected	scaffold_10	9105	9205	181.71	82.61	2.199612638
HR1	CAPE	Infected	scaffold_10	9205	9305	195.03	82.61	2.360852197
HR1	CAPE	Infected	scaffold_10	9305	9405	204.78	82.61	2.478876649
HR1	CAPE	Infected	scaffold_10	9405	9505	200.72	82.61	2.429730057
HR1	CAPE	Infected	scaffold_10	9505	9605	207.13	82.61	2.507323569
HR1	CAPE	Infected	scaffold_10	9605	9705	163.27	82.61	1.97639511
HR1	CAPE	Infected	scaffold_10	9705	9805	139.68	82.61	1.69083646
HR1	CAPE	Infected	scaffold_10	9805	9905	70.25	82.61	0.85038131
HR1	CAPE	Infected	scaffold_10	9905	10005	5.45	82.61	0.065972643
HR1	CAPE	Infected	scaffold_10	10005	10071	1.318182	82.61	0.015956688
HR1	CAPE	Infected	scaffold_10	10088	10188	34.05	82.61	0.412177702
HR1	CAPE	Infected	scaffold_10	10188	10288	160.41	82.61	1.941774604
HR1	CAPE	Infected	scaffold_10	10288	10388	196.29	82.61	2.376104588
HR1	CAPE	Infected	scaffold_10	11188	11288	208.98	82.61	2.529717952
HR1	CAPE	Infected	scaffold_10	11788	11888	231.58	82.61	2.80329258
HR1	CAPE	Infected	scaffold_10	11888	11988	171.02	82.61	2.070209418
HR1	CAPE	Infected	scaffold_10	11988	12088	122.08	82.61	1.477787193
HR1	CAPE	Infected	scaffold_10	12088	12188	125.95	82.61	1.524633822
HR1	CAPE	Infected	scaffold_10	12188	12288	61.1	82.61	0.739619901
HR1	CAPE	Infected	scaffold_10	12288	12388	125.78	82.61	1.522575959
HR1	CAPE	Infected	scaffold_10	12388	12488	148.84	82.61	1.80171892
HR1	CAPE	Infected	scaffold_10	12488	12588	164.46	82.61	1.990800145
HR1	CAPE	Infected	scaffold_10	12588	12688	149.94	82.61	1.815034499
HR1	CAPE	Infected	scaffold_10	12688	12788	126.8	82.61	1.534923133
HR1	CAPE	Infected	scaffold_10	12788	12888	98.55	82.61	1.192954848
HR1	CAPE	Infected	scaffold_10	12888	12988	68.34	82.61	0.827260622
HR1	CAPE	Infected	scaffold_10	12988	13088	128.09	82.61	1.550538676
HR1	CAPE	Infected	scaffold_10	13088	13188	178.53	82.61	2.161118509
HR1	CAPE	Infected	scaffold_10	13188	13288	164.16	82.61	1.987168624
HR1	CAPE	Infected	scaffold_10	13288	13388	94.95	82.61	1.149376589
HR1	CAPE	Infected	scaffold_10	13388	13404	15.375	82.61	0.186115482
HR1	CAPE	Infected	scaffold_10	13414	13514	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	13514	13536	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	13980	14080	4.82	82.61	0.058346447
HR1	CAPE	Infected	scaffold_10	14080	14180	7.15	82.61	0.086551265
HR1	CAPE	Infected	scaffold_10	14180	14280	15.94	82.61	0.192954848
HR1	CAPE	Infected	scaffold_10	14280	14380	11.54	82.61	0.139692531
HR1	CAPE	Infected	scaffold_10	14380	14480	32.37	82.61	0.391841181
HR1	CAPE	Infected	scaffold_10	14480	14580	40.96	82.61	0.49582375
HR1	CAPE	Infected	scaffold_10	14580	14680	72.28	82.61	0.874954606
HR1	CAPE	Infected	scaffold_10	14680	14780	68.22	82.61	0.825808014
HR1	CAPE	Infected	scaffold_10	14780	14880	86.88	82.61	1.051688658
HR1	CAPE	Infected	scaffold_10	14880	14980	126.64	82.61	1.532986321
HR1	CAPE	Infected	scaffold_10	14980	15080	66.98	82.61	0.810797724
HR1	CAPE	Infected	scaffold_10	15080	15180	51.27	82.61	0.620627043
HR1	CAPE	Infected	scaffold_10	15180	15280	39.56	82.61	0.478876649
HR1	CAPE	Infected	scaffold_10	15280	15380	15.31	82.61	0.185328653
HR1	CAPE	Infected	scaffold_10	15380	15480	17.87	82.61	0.216317637
HR1	CAPE	Infected	scaffold_10	15480	15482	1.5	82.61	0.018157608
HR1	CAPE	Infected	scaffold_10	15748	15848	11.88	82.61	0.143808256
HR1	CAPE	Infected	scaffold_10	15848	15948	29.75	82.61	0.360125893
HR1	CAPE	Infected	scaffold_10	15948	16048	33.32	82.61	0.403341
HR1	CAPE	Infected	scaffold_10	16048	16148	38.5	82.61	0.466045273
HR1	CAPE	Infected	scaffold_10	16148	16248	8.96	82.61	0.108461445
HR1	CAPE	Infected	scaffold_10	16248	16348	33.82	82.61	0.409393536
HR1	CAPE	Infected	scaffold_10	16348	16448	60.59	82.61	0.733446314
HR1	CAPE	Infected	scaffold_10	16448	16548	89.59	82.61	1.084493403
HR1	CAPE	Infected	scaffold_10	16548	16648	110.97	82.61	1.343299843
HR1	CAPE	Infected	scaffold_10	16648	16748	128.57	82.61	1.55634911
HR1	CAPE	Infected	scaffold_10	16748	16848	129.63	82.61	1.569180487
HR1	CAPE	Infected	scaffold_10	16848	16948	126.66	82.61	1.533228423
HR1	CAPE	Infected	scaffold_10	16948	17048	112.54	82.61	1.362304806
HR1	CAPE	Infected	scaffold_10	17048	17148	99.24	82.61	1.201307348
HR1	CAPE	Infected	scaffold_10	17148	17248	90.6	82.61	1.096719525
HR1	CAPE	Infected	scaffold_10	17248	17348	93.44	82.61	1.13109793
HR1	CAPE	Infected	scaffold_10	17348	17448	85.98	82.61	1.040794093
HR1	CAPE	Infected	scaffold_10	17448	17548	112.16	82.61	1.357704878
HR1	CAPE	Infected	scaffold_10	17548	17648	171.82	82.61	2.079893475
HR1	CAPE	Infected	scaffold_10	17648	17748	221.93	82.61	2.686478635
HR1	CAPE	Infected	scaffold_10	17948	18048	167.11	82.61	2.022878586
HR1	CAPE	Infected	scaffold_10	18048	18148	158.68	82.61	1.920832829
HR1	CAPE	Infected	scaffold_10	18148	18248	110.5	82.61	1.337610459
HR1	CAPE	Infected	scaffold_10	18248	18348	73.97	82.61	0.895412178
HR1	CAPE	Infected	scaffold_10	18348	18448	59.62	82.61	0.721704394
HR1	CAPE	Infected	scaffold_10	18448	18548	53.97	82.61	0.653310737
HR1	CAPE	Infected	scaffold_10	18548	18609	20.655738	82.61	0.250039196
HR1	CAPE	Infected	scaffold_10	18624	18724	8	82.61	0.096840576
HR1	CAPE	Infected	scaffold_10	18724	18824	18.41	82.61	0.222854376
HR1	CAPE	Infected	scaffold_10	18824	18852	4.178571	82.61	0.050581903
HR1	CAPE	Infected	scaffold_10	18895	18995	22.39	82.61	0.271032563
HR1	CAPE	Infected	scaffold_10	18995	19095	41.84	82.61	0.506476214
HR1	CAPE	Infected	scaffold_10	19095	19195	113.92	82.61	1.379009805
HR1	CAPE	Infected	scaffold_10	19195	19295	118.03	82.61	1.428761651
HR1	CAPE	Infected	scaffold_10	19295	19395	147.46	82.61	1.785013921
HR1	CAPE	Infected	scaffold_10	19395	19495	133.44	82.61	1.615300811
HR1	CAPE	Infected	scaffold_10	19495	19595	105.89	82.61	1.281806077
HR1	CAPE	Infected	scaffold_10	19595	19695	95.31	82.61	1.153734415
HR1	CAPE	Infected	scaffold_10	19695	19795	109.28	82.61	1.322842271
HR1	CAPE	Infected	scaffold_10	19795	19895	114.12	82.61	1.38143082
HR1	CAPE	Infected	scaffold_10	19895	19995	103.14	82.61	1.248517129
HR1	CAPE	Infected	scaffold_10	19995	20095	119.5	82.61	1.446556107
HR1	CAPE	Infected	scaffold_10	20095	20195	108.31	82.61	1.311100351
HR1	CAPE	Infected	scaffold_10	20195	20295	96.34	82.61	1.166202639
HR1	CAPE	Infected	scaffold_10	20295	20395	104.74	82.61	1.267885244
HR1	CAPE	Infected	scaffold_10	20395	20495	97.84	82.61	1.184360247
HR1	CAPE	Infected	scaffold_10	20495	20595	101.35	82.61	1.22684905
HR1	CAPE	Infected	scaffold_10	20595	20695	82.47	82.61	0.99830529
HR1	CAPE	Infected	scaffold_10	20695	20795	42.06	82.61	0.509139329
HR1	CAPE	Infected	scaffold_10	20795	20845	8.7	82.61	0.105314127
HR1	CAPE	Infected	scaffold_10	20874	20974	7.37	82.61	0.089214381
HR1	CAPE	Infected	scaffold_10	20974	21074	38.56	82.61	0.466771577
HR1	CAPE	Infected	scaffold_10	21074	21174	45.58	82.61	0.551749183
HR1	CAPE	Infected	scaffold_10	21174	21274	66.4	82.61	0.803776782
HR1	CAPE	Infected	scaffold_10	21274	21374	71.96	82.61	0.871080983
HR1	CAPE	Infected	scaffold_10	21374	21474	76.78	82.61	0.92942743
HR1	CAPE	Infected	scaffold_10	21474	21574	65.82	82.61	0.796755841
HR1	CAPE	Infected	scaffold_10	21574	21674	71.41	82.61	0.864423193
HR1	CAPE	Infected	scaffold_10	21674	21774	37.85	82.61	0.458176976
HR1	CAPE	Infected	scaffold_10	21774	21874	20.45	82.61	0.247548723
HR1	CAPE	Infected	scaffold_10	21874	21912	6.868421	82.61	0.083142731
HR1	CAPE	Infected	scaffold_10	23622	23722	3.17	82.61	0.038373078
HR1	CAPE	Infected	scaffold_10	23722	23822	12.3	82.61	0.148892386
HR1	CAPE	Infected	scaffold_10	23822	23922	23.05	82.61	0.27902191
HR1	CAPE	Infected	scaffold_10	23922	23975	7.301887	82.61	0.088389868
HR1	CAPE	Infected	scaffold_10	23996	24096	27.38	82.61	0.331436872
HR1	CAPE	Infected	scaffold_10	24096	24119	13.26087	82.61	0.160523786
HR1	CAPE	Infected	scaffold_10	24246	24346	5.88	82.61	0.071177824
HR1	CAPE	Infected	scaffold_10	24346	24446	9.19	82.61	0.111245612
HR1	CAPE	Infected	scaffold_10	24446	24546	11.6	82.61	0.140418835
HR1	CAPE	Infected	scaffold_10	24546	24646	10.61	82.61	0.128434814
HR1	CAPE	Infected	scaffold_10	24646	24719	8.136986	82.61	0.098498802
HR1	CAPE	Infected	scaffold_10	24986	25086	8.67	82.61	0.104950974
HR1	CAPE	Infected	scaffold_10	25086	25186	17.37	82.61	0.210265101
HR1	CAPE	Infected	scaffold_10	25186	25286	31.8	82.61	0.38494129
HR1	CAPE	Infected	scaffold_10	25286	25386	51.86	82.61	0.627769035
HR1	CAPE	Infected	scaffold_10	25386	25486	55.87	82.61	0.676310374
HR1	CAPE	Infected	scaffold_10	25486	25586	63.04	82.61	0.76310374
HR1	CAPE	Infected	scaffold_10	25586	25686	70.35	82.61	0.851591817
HR1	CAPE	Infected	scaffold_10	25686	25786	95.18	82.61	1.152160755
HR1	CAPE	Infected	scaffold_10	26186	26286	187.9	82.61	2.274543034
HR1	CAPE	Infected	scaffold_10	26286	26386	165.53	82.61	2.003752572
HR1	CAPE	Infected	scaffold_10	26386	26486	165.22	82.61	2
HR1	CAPE	Infected	scaffold_10	26486	26586	44.55	82.61	0.539280959
HR1	CAPE	Infected	scaffold_10	26586	26686	11.08	82.61	0.134124198
HR1	CAPE	Infected	scaffold_10	26686	26786	18.01	82.61	0.218012347
HR1	CAPE	Infected	scaffold_10	26786	26886	6.04	82.61	0.073114635
HR1	CAPE	Infected	scaffold_10	26886	26986	12.46	82.61	0.150829197
HR1	CAPE	Infected	scaffold_10	26986	27086	7.42	82.61	0.089819634
HR1	CAPE	Infected	scaffold_10	27086	27186	19.46	82.61	0.235564702
HR1	CAPE	Infected	scaffold_10	27186	27286	41.06	82.61	0.497034257
HR1	CAPE	Infected	scaffold_10	27286	27386	41.47	82.61	0.501997337
HR1	CAPE	Infected	scaffold_10	27386	27486	37.99	82.61	0.459871686
HR1	CAPE	Infected	scaffold_10	27486	27586	28.77	82.61	0.348262922
HR1	CAPE	Infected	scaffold_10	27586	27686	6.37	82.61	0.077109309
HR1	CAPE	Infected	scaffold_10	27686	27786	5.86	82.61	0.070935722
HR1	CAPE	Infected	scaffold_10	27786	27791	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	27914	28014	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	28014	28039	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	28225	28325	1.4	82.61	0.016947101
HR1	CAPE	Infected	scaffold_10	28325	28425	2.42	82.61	0.029294274
HR1	CAPE	Infected	scaffold_10	28425	28525	2.76	82.61	0.033409999
HR1	CAPE	Infected	scaffold_10	28525	28527	0	82.61	0
HR1	CAPE	Infected	scaffold_10	28575	28675	2.65	82.61	0.032078441
HR1	CAPE	Infected	scaffold_10	28675	28775	2.06	82.61	0.024936448
HR1	CAPE	Infected	scaffold_10	28775	28875	9.9	82.61	0.119840213
HR1	CAPE	Infected	scaffold_10	28875	28975	7.66	82.61	0.092724852
HR1	CAPE	Infected	scaffold_10	28975	29075	9.27	82.61	0.112214018
HR1	CAPE	Infected	scaffold_10	29075	29127	5.653846	82.61	0.068440213
HR1	CAPE	Infected	scaffold_10	29160	29260	2.88	82.61	0.034862607
HR1	CAPE	Infected	scaffold_10	29260	29335	2.786667	82.61	0.033732805
HR1	CAPE	Infected	scaffold_10	29366	29466	4.12	82.61	0.049872897
HR1	CAPE	Infected	scaffold_10	29466	29566	5.06	82.61	0.061251664
HR1	CAPE	Infected	scaffold_10	29566	29666	3.8	82.61	0.045999274
HR1	CAPE	Infected	scaffold_10	29666	29766	4.58	82.61	0.05544123
HR1	CAPE	Infected	scaffold_10	29766	29866	6.71	82.61	0.081225033
HR1	CAPE	Infected	scaffold_10	29866	29966	11.05	82.61	0.133761046
HR1	CAPE	Infected	scaffold_10	29966	30066	19.52	82.61	0.236291006
HR1	CAPE	Infected	scaffold_10	30066	30166	7.45	82.61	0.090182787
HR1	CAPE	Infected	scaffold_10	30166	30266	26.9	82.61	0.325626437
HR1	CAPE	Infected	scaffold_10	30266	30366	16.75	82.61	0.202759956
HR1	CAPE	Infected	scaffold_10	30366	30466	44	82.61	0.532623169
HR1	CAPE	Infected	scaffold_10	30466	30566	37.9	82.61	0.45878223
HR1	CAPE	Infected	scaffold_10	30566	30666	31.87	82.61	0.385788645
HR1	CAPE	Infected	scaffold_10	30666	30766	28.73	82.61	0.347778719
HR1	CAPE	Infected	scaffold_10	30766	30866	11.82	82.61	0.143081951
HR1	CAPE	Infected	scaffold_10	30866	30966	6.74	82.61	0.081588185
HR1	CAPE	Infected	scaffold_10	30966	31066	20.54	82.61	0.248638179
HR1	CAPE	Infected	scaffold_10	31066	31166	16.41	82.61	0.198644232
HR1	CAPE	Infected	scaffold_10	31166	31181	1.733333	82.61	0.020982121
HR1	CAPE	Infected	scaffold_10	31194	31294	19.43	82.61	0.235201549
HR1	CAPE	Infected	scaffold_10	31294	31394	24.37	82.61	0.295000605
HR1	CAPE	Infected	scaffold_10	31394	31426	1.53125	82.61	0.018535892
HR1	CAPE	Infected	scaffold_10	31446	31546	15.4	82.61	0.186418109
HR1	CAPE	Infected	scaffold_10	31546	31646	11.95	82.61	0.144655611
HR1	CAPE	Infected	scaffold_10	31646	31746	5.74	82.61	0.069483113
HR1	CAPE	Infected	scaffold_10	31746	31846	1.71	82.61	0.020699673
HR1	CAPE	Infected	scaffold_10	31846	31928	1.731707	82.61	0.020962438
HR1	CAPE	Infected	scaffold_10	31960	32060	12.54	82.61	0.151797603
HR1	CAPE	Infected	scaffold_10	32060	32160	11.21	82.61	0.135697857
HR1	CAPE	Infected	scaffold_10	32160	32260	20.05	82.61	0.242706694
HR1	CAPE	Infected	scaffold_10	32260	32360	14.64	82.61	0.177218254
HR1	CAPE	Infected	scaffold_10	32360	32371	1.727273	82.61	0.020908764
HR1	CAPE	Infected	scaffold_10	32401	32501	8.01	82.61	0.096961627
HR1	CAPE	Infected	scaffold_10	32501	32593	6.206522	82.61	0.075130396
HR1	CAPE	Infected	scaffold_10	32850	32950	1.8	82.61	0.02178913
HR1	CAPE	Infected	scaffold_10	32950	33050	1.87	82.61	0.022636485
HR1	CAPE	Infected	scaffold_10	33050	33058	1	82.61	0.012105072
HR1	CAPE	Infected	scaffold_10	33135	33235	4.1	82.61	0.049630795
HR1	CAPE	Infected	scaffold_10	33235	33335	3.39	82.61	0.041036194
HR1	CAPE	Infected	scaffold_10	33335	33435	2.64	82.61	0.03195739
HR1	CAPE	Infected	scaffold_10	33435	33484	2	82.61	0.024210144
HR1	CAPE	Infected	scaffold_10	33618	33718	41.61	82.61	0.503692047
HR1	CAPE	Infected	scaffold_10	33718	33818	102.68	82.61	1.242948796
HR1	CAPE	Infected	scaffold_10	33818	33918	123.88	82.61	1.499576322
HR1	CAPE	Infected	scaffold_10	33918	34018	96.98	82.61	1.173949885
HR1	CAPE	Infected	scaffold_10	34018	34118	83.34	82.61	1.008836703
HR1	CAPE	Infected	scaffold_10	34118	34218	14.16	82.61	0.17140782
HR1	CAPE	Infected	scaffold_10	34218	34318	51.03	82.61	0.617721825
HR1	CAPE	Infected	scaffold_10	34318	34418	76.5	82.61	0.92603801
HR1	CAPE	Infected	scaffold_10	34418	34518	79.13	82.61	0.957874349
HR1	CAPE	Infected	scaffold_10	34518	34618	88.22	82.61	1.067909454
HR1	CAPE	Infected	scaffold_10	34618	34718	64.93	82.61	0.785982327
HR1	CAPE	Infected	scaffold_10	34718	34818	32.54	82.61	0.393899044
HR1	CAPE	Infected	scaffold_10	34818	34918	23.84	82.61	0.288584917
HR1	CAPE	Infected	scaffold_10	34918	35018	20.48	82.61	0.247911875
HR1	CAPE	Infected	scaffold_10	35018	35118	13.68	82.61	0.165597385
HR1	CAPE	Infected	scaffold_10	35118	35218	19.14	82.61	0.231691079
HR1	CAPE	Infected	scaffold_10	35218	35318	28.53	82.61	0.345357705
HR1	CAPE	Infected	scaffold_10	35318	35418	45	82.61	0.544728241
HR1	CAPE	Infected	scaffold_10	35418	35518	38.88	82.61	0.4706452
HR1	CAPE	Infected	scaffold_10	35518	35618	48.59	82.61	0.58818545
HR1	CAPE	Infected	scaffold_10	35618	35718	31.79	82.61	0.38482024
HR1	CAPE	Infected	scaffold_10	35718	35818	19.74	82.61	0.238954122
HR1	CAPE	Infected	scaffold_10	35818	35906	5.215909	82.61	0.063138954
HR1	CAPE	Infected	scaffold_10	36043	36143	2.19	82.61	0.026510108
