Strain	Lineage	BddV1	scaffold_10	start	end	coverage	Average_NCL	Coverage/AverageNCL
JEL423	GPL	Uninfected	scaffold_10	316885	317885	100.289	173.96	0.576506093
JEL423	GPL	Uninfected	scaffold_10	317885	318885	115.516	173.96	0.66403771
JEL423	GPL	Uninfected	scaffold_10	318885	319885	104.334	173.96	0.599758565
JEL423	GPL	Uninfected	scaffold_10	319885	320885	110.562	173.96	0.635559899
JEL423	GPL	Uninfected	scaffold_10	320885	321885	129.186	173.96	0.742618993
JEL423	GPL	Uninfected	scaffold_10	321885	321977	44.163043	173.96	0.253868953
JEL423	GPL	Uninfected	scaffold_10	322008	323008	95.918	173.96	0.551379628
JEL423	GPL	Uninfected	scaffold_10	323008	324008	118.485	173.96	0.681104852
JEL423	GPL	Uninfected	scaffold_10	324008	325008	105.41	173.96	0.605943895
JEL423	GPL	Uninfected	scaffold_10	325008	326008	108.36	173.96	0.622901817
JEL423	GPL	Uninfected	scaffold_10	326008	327008	98.207	173.96	0.564537825
JEL423	GPL	Uninfected	scaffold_10	327008	328008	106.734	173.96	0.61355484
JEL423	GPL	Uninfected	scaffold_10	328008	329008	109.856	173.96	0.631501495
JEL423	GPL	Uninfected	scaffold_10	329008	330008	105.092	173.96	0.604115889
JEL423	GPL	Uninfected	scaffold_10	330008	331008	97.092	173.96	0.558128305
JEL423	GPL	Uninfected	scaffold_10	331008	332008	90.608	173.96	0.520855369
JEL423	GPL	Uninfected	scaffold_10	332008	333008	119.204	173.96	0.685237986
JEL423	GPL	Uninfected	scaffold_10	333008	334008	106.946	173.96	0.614773511
JEL423	GPL	Uninfected	scaffold_10	334008	335008	107.623	173.96	0.61866521
JEL423	GPL	Uninfected	scaffold_10	335008	336008	99.016	173.96	0.569188319
JEL423	GPL	Uninfected	scaffold_10	336008	337008	102.109	173.96	0.586968269
JEL423	GPL	Uninfected	scaffold_10	337008	338008	103.829	173.96	0.596855599
JEL423	GPL	Uninfected	scaffold_10	338008	339008	107.201	173.96	0.616239365
JEL423	GPL	Uninfected	scaffold_10	339008	340008	107.624	173.96	0.618670959
JEL423	GPL	Uninfected	scaffold_10	340008	341008	106.696	173.96	0.613336399
JEL423	GPL	Uninfected	scaffold_10	341008	342008	113.848	173.96	0.654449299
JEL423	GPL	Uninfected	scaffold_10	342008	343008	103.288	173.96	0.593745689
JEL423	GPL	Uninfected	scaffold_10	343008	344008	91.096	173.96	0.523660612
JEL423	GPL	Uninfected	scaffold_10	344008	345008	100.186	173.96	0.575914003
JEL423	GPL	Uninfected	scaffold_10	345008	346008	90.51	173.96	0.520292021
JEL423	GPL	Uninfected	scaffold_10	346008	347008	105.426	173.96	0.60603587
JEL423	GPL	Uninfected	scaffold_10	347008	348008	115.168	173.96	0.66203725
JEL423	GPL	Uninfected	scaffold_10	348008	349008	106.205	173.96	0.610513911
JEL423	GPL	Uninfected	scaffold_10	349008	350008	99.564	173.96	0.572338469
JEL423	GPL	Uninfected	scaffold_10	350008	351008	106.423	173.96	0.611767073
JEL423	GPL	Uninfected	scaffold_10	351008	352008	94.208	173.96	0.541549782
JEL423	GPL	Uninfected	scaffold_10	352008	353008	110.807	173.96	0.636968269
JEL423	GPL	Uninfected	scaffold_10	353008	354008	106.923	173.96	0.614641297
JEL423	GPL	Uninfected	scaffold_10	354008	355008	105.053	173.96	0.603891699
JEL423	GPL	Uninfected	scaffold_10	355008	356008	121.844	173.96	0.700413888
JEL423	GPL	Uninfected	scaffold_10	356008	357008	109.401	173.96	0.628885951
JEL423	GPL	Uninfected	scaffold_10	357008	358008	100.758	173.96	0.579202115
JEL423	GPL	Uninfected	scaffold_10	358008	359008	93.655	173.96	0.53837089
JEL423	GPL	Uninfected	scaffold_10	359008	360008	93.492	173.96	0.537433893
JEL423	GPL	Uninfected	scaffold_10	360008	361008	105.073	173.96	0.604006668
JEL423	GPL	Uninfected	scaffold_10	361008	362008	101.517	173.96	0.583565187
JEL423	GPL	Uninfected	scaffold_10	362008	363008	118.787	173.96	0.682840883
JEL423	GPL	Uninfected	scaffold_10	363008	364008	118.194	173.96	0.679432053
JEL423	GPL	Uninfected	scaffold_10	364008	365008	116.067	173.96	0.667205105
JEL423	GPL	Uninfected	scaffold_10	365008	366008	109.482	173.96	0.629351575
JEL423	GPL	Uninfected	scaffold_10	366008	367008	118.456	173.96	0.680938147
JEL423	GPL	Uninfected	scaffold_10	367008	368008	103.267	173.96	0.593624971
JEL423	GPL	Uninfected	scaffold_10	368008	369008	118.875	173.96	0.683346746
JEL423	GPL	Uninfected	scaffold_10	369008	370008	115.264	173.96	0.662589101
JEL423	GPL	Uninfected	scaffold_10	370008	371008	110.208	173.96	0.633524948
JEL423	GPL	Uninfected	scaffold_10	371008	372008	102.429	173.96	0.588807772
JEL423	GPL	Uninfected	scaffold_10	372008	373008	104.091	173.96	0.598361692
JEL423	GPL	Uninfected	scaffold_10	373008	374008	110.843	173.96	0.637175213
JEL423	GPL	Uninfected	scaffold_10	374008	375008	93.345	173.96	0.536588871
JEL423	GPL	Uninfected	scaffold_10	375008	376008	104.337	173.96	0.599775811
JEL423	GPL	Uninfected	scaffold_10	376008	377008	99.63	173.96	0.572717866
JEL423	GPL	Uninfected	scaffold_10	377008	378008	114.559	173.96	0.658536445
JEL423	GPL	Uninfected	scaffold_10	378008	379008	102.99	173.96	0.592032651
JEL423	GPL	Uninfected	scaffold_10	379008	380008	107.316	173.96	0.616900437
JEL423	GPL	Uninfected	scaffold_10	380008	381008	109.365	173.96	0.628679007
JEL423	GPL	Uninfected	scaffold_10	381008	382008	97.078	173.96	0.558047827
JEL423	GPL	Uninfected	scaffold_10	382008	383008	101.566	173.96	0.583846861
JEL423	GPL	Uninfected	scaffold_10	383008	384008	113.877	173.96	0.654616004
JEL423	GPL	Uninfected	scaffold_10	384008	385008	112.729	173.96	0.648016785
JEL423	GPL	Uninfected	scaffold_10	385008	386008	109.421	173.96	0.62900092
JEL423	GPL	Uninfected	scaffold_10	386008	387008	108.985	173.96	0.626494596
JEL423	GPL	Uninfected	scaffold_10	387008	388008	112.978	173.96	0.649448149
JEL423	GPL	Uninfected	scaffold_10	388008	389008	111.796	173.96	0.642653484
JEL423	GPL	Uninfected	scaffold_10	389008	390008	105.54	173.96	0.606691193
JEL423	GPL	Uninfected	scaffold_10	390008	391008	104.436	173.96	0.600344907
JEL423	GPL	Uninfected	scaffold_10	391008	392008	115.348	173.96	0.663071971
JEL423	GPL	Uninfected	scaffold_10	392008	392209	83.845771	173.96	0.481983048
JEL423	GPL	Uninfected	scaffold_10	392219	393219	142.626	173.96	0.819878133
JEL423	GPL	Uninfected	scaffold_10	393219	394219	120.476	173.96	0.692550011
JEL423	GPL	Uninfected	scaffold_10	394219	395219	143.854	173.96	0.826937227
JEL423	GPL	Uninfected	scaffold_10	395219	396219	112.57	173.96	0.647102782
JEL423	GPL	Uninfected	scaffold_10	396219	397219	133.599	173.96	0.767986894
JEL423	GPL	Uninfected	scaffold_10	397219	398219	97.028	173.96	0.557760405
JEL423	GPL	Uninfected	scaffold_10	398219	399219	112.177	173.96	0.644843642
JEL423	GPL	Uninfected	scaffold_10	399219	400219	99.992	173.96	0.574798804
JEL423	GPL	Uninfected	scaffold_10	400219	401219	95.977	173.96	0.551718786
JEL423	GPL	Uninfected	scaffold_10	401219	402219	101.816	173.96	0.585283973
JEL423	GPL	Uninfected	scaffold_10	402219	403219	115.898	173.96	0.666233617
JEL423	GPL	Uninfected	scaffold_10	403219	404219	102.844	173.96	0.591193378
JEL423	GPL	Uninfected	scaffold_10	404219	405219	103.028	173.96	0.592251092
JEL423	GPL	Uninfected	scaffold_10	405219	406219	100.97	173.96	0.580420786
JEL423	GPL	Uninfected	scaffold_10	406219	407219	103.02	173.96	0.592205105
JEL423	GPL	Uninfected	scaffold_10	407219	408219	114.482	173.96	0.658093815
JEL423	GPL	Uninfected	scaffold_10	408219	409219	105.56	173.96	0.606806162
JEL423	GPL	Uninfected	scaffold_10	409219	410219	86.198	173.96	0.495504714
JEL423	GPL	Uninfected	scaffold_10	410219	411219	99.147	173.96	0.569941366
JEL423	GPL	Uninfected	scaffold_10	411219	412219	109.716	173.96	0.630696712
JEL423	GPL	Uninfected	scaffold_10	412219	413219	93.89	173.96	0.539721775
JEL423	GPL	Uninfected	scaffold_10	413219	414219	110.277	173.96	0.633921591
JEL423	GPL	Uninfected	scaffold_10	414219	415219	110.042	173.96	0.632570706
JEL423	GPL	Uninfected	scaffold_10	415219	416219	111.855	173.96	0.642992642
JEL423	GPL	Uninfected	scaffold_10	416219	417219	104.942	173.96	0.603253622
JEL423	GPL	Uninfected	scaffold_10	417219	418219	113.537	173.96	0.652661531
JEL423	GPL	Uninfected	scaffold_10	418219	419219	106.676	173.96	0.61322143
JEL423	GPL	Uninfected	scaffold_10	419219	420219	94.276	173.96	0.541940676
JEL423	GPL	Uninfected	scaffold_10	420219	421029	102.988889	173.96	0.592026265
JEL423	GPL	Uninfected	scaffold_10	421077	421445	26.347826	173.96	0.151459106
JEL423	GPL	Uninfected	scaffold_10	421454	422454	47.214	173.96	0.27140722
JEL423	GPL	Uninfected	scaffold_10	422454	423454	118.245	173.96	0.679725224
JEL423	GPL	Uninfected	scaffold_10	423454	424454	142.263	173.96	0.817791446
JEL423	GPL	Uninfected	scaffold_10	424454	425454	97.874	173.96	0.562623592
JEL423	GPL	Uninfected	scaffold_10	425454	426454	128.864	173.96	0.740767993
JEL423	GPL	Uninfected	scaffold_10	426454	427454	129.314	173.96	0.743354794
JEL423	GPL	Uninfected	scaffold_10	427454	428454	66.374	173.96	0.381547482
JEL423	GPL	Uninfected	scaffold_10	428454	429338	69.856335	173.96	0.401565504
JEL423	GPL	Uninfected	scaffold_10	429373	429462	3.11236	173.96	0.017891239
JEL423	GPL	Uninfected	scaffold_10	429737	429865	11	173.96	0.063232927
JEL423	GPL	Uninfected	scaffold_10	430026	430334	17.262987	173.96	0.099235382
JEL423	GPL	Uninfected	scaffold_10	430355	431355	40.631	173.96	0.233565187
JEL423	GPL	Uninfected	scaffold_10	431355	432355	75.667	173.96	0.434967809
JEL423	GPL	Uninfected	scaffold_10	432355	433355	45.39	173.96	0.260922051
JEL423	GPL	Uninfected	scaffold_10	433355	433862	148.650888	173.96	0.854511888
JEL423	GPL	Uninfected	scaffold_10	433911	434325	15.304348	173.96	0.087976247
JEL423	GPL	Uninfected	scaffold_10	434326	435016	44.74058	173.96	0.257188894
JEL423	GPL	Uninfected	scaffold_10	435031	435527	47.467742	173.96	0.272865843
JEL423	GPL	Uninfected	scaffold_10	435716	436716	97.026	173.96	0.557748908
JEL423	GPL	Uninfected	scaffold_10	436716	436948	13.849138	173.96	0.079611049
JEL423	GPL	Uninfected	scaffold_10	436950	437798	46.813679	173.96	0.269105996
JEL423	GPL	Uninfected	scaffold_10	437885	437928	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	438108	439108	73.284	173.96	0.421269257
JEL423	GPL	Uninfected	scaffold_10	439108	440108	30.113	173.96	0.173103012
JEL423	GPL	Uninfected	scaffold_10	440108	440222	29.622807	173.96	0.170285163
JEL423	GPL	Uninfected	scaffold_10	440347	440685	7.920118	173.96	0.045528386
JEL423	GPL	Uninfected	scaffold_10	440704	441704	53.032	173.96	0.30485169
JEL423	GPL	Uninfected	scaffold_10	441704	442704	114.837	173.96	0.660134514
JEL423	GPL	Uninfected	scaffold_10	442704	443704	56.603	173.96	0.325379398
JEL423	GPL	Uninfected	scaffold_10	443704	443769	10.323077	173.96	0.05934167
JEL423	GPL	Uninfected	scaffold_10	443774	444774	75.961	173.96	0.436657852
JEL423	GPL	Uninfected	scaffold_10	444774	445774	125.416	173.96	0.720947344
JEL423	GPL	Uninfected	scaffold_10	445774	446774	221.264	173.96	1.27192458
JEL423	GPL	Uninfected	scaffold_10	446774	447774	128.608	173.96	0.73929639
JEL423	GPL	Uninfected	scaffold_10	447774	448774	104.64	173.96	0.60151759
JEL423	GPL	Uninfected	scaffold_10	448774	449774	116.999	173.96	0.672562658
JEL423	GPL	Uninfected	scaffold_10	449774	450774	125.266	173.96	0.720085077
JEL423	GPL	Uninfected	scaffold_10	450774	451774	108.31	173.96	0.622614394
JEL423	GPL	Uninfected	scaffold_10	451774	452774	104.956	173.96	0.6033341
JEL423	GPL	Uninfected	scaffold_10	452774	453774	111.406	173.96	0.640411589
JEL423	GPL	Uninfected	scaffold_10	453774	454774	109.846	173.96	0.63144401
JEL423	GPL	Uninfected	scaffold_10	454774	455774	89.364	173.96	0.5137043
JEL423	GPL	Uninfected	scaffold_10	455774	456774	97.511	173.96	0.560536905
JEL423	GPL	Uninfected	scaffold_10	456774	457774	115.449	173.96	0.663652564
JEL423	GPL	Uninfected	scaffold_10	457774	458774	111.647	173.96	0.641796965
JEL423	GPL	Uninfected	scaffold_10	458774	459774	114.762	173.96	0.65970338
JEL423	GPL	Uninfected	scaffold_10	459774	460774	106.815	173.96	0.614020464
JEL423	GPL	Uninfected	scaffold_10	460774	461774	107.162	173.96	0.616015176
JEL423	GPL	Uninfected	scaffold_10	461774	462774	99.654	173.96	0.572855829
JEL423	GPL	Uninfected	scaffold_10	462774	463774	117.67	173.96	0.676419867
JEL423	GPL	Uninfected	scaffold_10	463774	464774	114.469	173.96	0.658019085
JEL423	GPL	Uninfected	scaffold_10	464774	465774	113.705	173.96	0.653627271
JEL423	GPL	Uninfected	scaffold_10	465774	466774	105.766	173.96	0.607990343
JEL423	GPL	Uninfected	scaffold_10	466774	467774	107.04	173.96	0.615313865
JEL423	GPL	Uninfected	scaffold_10	467774	468774	109.458	173.96	0.629213612
JEL423	GPL	Uninfected	scaffold_10	468774	469774	100.798	173.96	0.579432053
JEL423	GPL	Uninfected	scaffold_10	469774	470774	98.114	173.96	0.564003219
JEL423	GPL	Uninfected	scaffold_10	470774	471774	104.386	173.96	0.600057484
JEL423	GPL	Uninfected	scaffold_10	471774	472774	104.012	173.96	0.597907565
JEL423	GPL	Uninfected	scaffold_10	472774	473774	111.398	173.96	0.640365601
JEL423	GPL	Uninfected	scaffold_10	473774	474774	118.437	173.96	0.680828926
JEL423	GPL	Uninfected	scaffold_10	474774	475774	119.529	173.96	0.687106231
JEL423	GPL	Uninfected	scaffold_10	475774	476774	104.919	173.96	0.603121407
JEL423	GPL	Uninfected	scaffold_10	476774	477774	113.868	173.96	0.654564268
JEL423	GPL	Uninfected	scaffold_10	477774	478774	111.729	173.96	0.642268338
JEL423	GPL	Uninfected	scaffold_10	478774	479774	92.693	173.96	0.532840883
JEL423	GPL	Uninfected	scaffold_10	479774	480774	100.385	173.96	0.577057944
JEL423	GPL	Uninfected	scaffold_10	480774	481774	97.742	173.96	0.561864797
JEL423	GPL	Uninfected	scaffold_10	481774	482774	93.719	173.96	0.538738791
JEL423	GPL	Uninfected	scaffold_10	482774	483774	114.197	173.96	0.656455507
JEL423	GPL	Uninfected	scaffold_10	483774	484774	106.988	173.96	0.615014946
JEL423	GPL	Uninfected	scaffold_10	484774	485774	101.017	173.96	0.580690963
JEL423	GPL	Uninfected	scaffold_10	485774	486774	106.611	173.96	0.612847781
JEL423	GPL	Uninfected	scaffold_10	486774	487774	110.951	173.96	0.637796045
JEL423	GPL	Uninfected	scaffold_10	487774	488774	104.019	173.96	0.597947804
JEL423	GPL	Uninfected	scaffold_10	488774	489774	103.544	173.96	0.595217291
JEL423	GPL	Uninfected	scaffold_10	489774	490774	101.401	173.96	0.582898367
JEL423	GPL	Uninfected	scaffold_10	490774	491774	118.924	173.96	0.68362842
JEL423	GPL	Uninfected	scaffold_10	491774	492774	111.357	173.96	0.640129915
JEL423	GPL	Uninfected	scaffold_10	492774	493774	102.908	173.96	0.591561278
JEL423	GPL	Uninfected	scaffold_10	493774	494774	104.183	173.96	0.59889055
JEL423	GPL	Uninfected	scaffold_10	494774	495774	89.518	173.96	0.514589561
JEL423	GPL	Uninfected	scaffold_10	495774	496774	103.18	173.96	0.593124856
JEL423	GPL	Uninfected	scaffold_10	496774	497774	105.06	173.96	0.603931938
JEL423	GPL	Uninfected	scaffold_10	497774	498774	111.089	173.96	0.638589331
JEL423	GPL	Uninfected	scaffold_10	498774	499774	108.207	173.96	0.622022304
JEL423	GPL	Uninfected	scaffold_10	499774	500774	100.201	173.96	0.57600023
JEL423	GPL	Uninfected	scaffold_10	500774	501774	89.685	173.96	0.515549552
JEL423	GPL	Uninfected	scaffold_10	501774	502774	109.883	173.96	0.631656703
JEL423	GPL	Uninfected	scaffold_10	502774	503774	100.008	173.96	0.574890779
JEL423	GPL	Uninfected	scaffold_10	503774	504774	105.652	173.96	0.60733502
JEL423	GPL	Uninfected	scaffold_10	504774	505774	97.496	173.96	0.560450678
JEL423	GPL	Uninfected	scaffold_10	505774	506774	109.816	173.96	0.631271557
JEL423	GPL	Uninfected	scaffold_10	506774	507774	116.744	173.96	0.671096804
JEL423	GPL	Uninfected	scaffold_10	507774	508774	115.714	173.96	0.665175903
JEL423	GPL	Uninfected	scaffold_10	508774	509774	116.065	173.96	0.667193608
JEL423	GPL	Uninfected	scaffold_10	509774	510774	110.405	173.96	0.634657393
JEL423	GPL	Uninfected	scaffold_10	510774	511774	110.567	173.96	0.635588641
JEL423	GPL	Uninfected	scaffold_10	511774	512774	111.04	173.96	0.638307657
JEL423	GPL	Uninfected	scaffold_10	512774	513774	107.599	173.96	0.618527248
JEL423	GPL	Uninfected	scaffold_10	513774	514774	101.461	173.96	0.583243274
JEL423	GPL	Uninfected	scaffold_10	514774	515774	99.816	173.96	0.573787077
JEL423	GPL	Uninfected	scaffold_10	515774	516774	110.75	173.96	0.636640607
JEL423	GPL	Uninfected	scaffold_10	516774	517774	118.905	173.96	0.6835192
JEL423	GPL	Uninfected	scaffold_10	517774	518774	98.737	173.96	0.567584502
JEL423	GPL	Uninfected	scaffold_10	518774	519774	119.78	173.96	0.688549092
JEL423	GPL	Uninfected	scaffold_10	519774	520774	109.902	173.96	0.631765923
JEL423	GPL	Uninfected	scaffold_10	520774	521774	101.398	173.96	0.582881122
JEL423	GPL	Uninfected	scaffold_10	521774	522774	97.8	173.96	0.562198206
JEL423	GPL	Uninfected	scaffold_10	522774	523774	98.959	173.96	0.568860658
JEL423	GPL	Uninfected	scaffold_10	523774	524774	105.87	173.96	0.608588181
JEL423	GPL	Uninfected	scaffold_10	524774	525774	101.764	173.96	0.584985054
JEL423	GPL	Uninfected	scaffold_10	525774	526774	103.997	173.96	0.597821338
JEL423	GPL	Uninfected	scaffold_10	526774	527774	108.798	173.96	0.625419637
JEL423	GPL	Uninfected	scaffold_10	527774	528774	106.703	173.96	0.613376638
JEL423	GPL	Uninfected	scaffold_10	528774	529774	101.962	173.96	0.586123247
JEL423	GPL	Uninfected	scaffold_10	529774	530774	106.139	173.96	0.610134514
JEL423	GPL	Uninfected	scaffold_10	530774	531774	112.613	173.96	0.647349966
JEL423	GPL	Uninfected	scaffold_10	531774	532774	94.881	173.96	0.545418487
JEL423	GPL	Uninfected	scaffold_10	532774	533774	106.665	173.96	0.613158197
JEL423	GPL	Uninfected	scaffold_10	533774	534774	104.295	173.96	0.599534376
JEL423	GPL	Uninfected	scaffold_10	534774	535774	105.508	173.96	0.606507243
JEL423	GPL	Uninfected	scaffold_10	535774	536774	103.714	173.96	0.596194527
JEL423	GPL	Uninfected	scaffold_10	536774	537774	112.426	173.96	0.646275006
JEL423	GPL	Uninfected	scaffold_10	537774	538774	105.457	173.96	0.606214072
JEL423	GPL	Uninfected	scaffold_10	538774	539774	97.599	173.96	0.561042768
JEL423	GPL	Uninfected	scaffold_10	539774	540774	102.081	173.96	0.586807312
JEL423	GPL	Uninfected	scaffold_10	540774	541774	97.279	173.96	0.559203265
JEL423	GPL	Uninfected	scaffold_10	541774	542774	98.915	173.96	0.568607726
JEL423	GPL	Uninfected	scaffold_10	542774	543774	101.89	173.96	0.585709358
JEL423	GPL	Uninfected	scaffold_10	543774	544774	88.073	173.96	0.506283054
JEL423	GPL	Uninfected	scaffold_10	544774	545774	96.706	173.96	0.555909404
JEL423	GPL	Uninfected	scaffold_10	545774	546774	105.647	173.96	0.607306277
JEL423	GPL	Uninfected	scaffold_10	546774	547774	107.006	173.96	0.615118418
JEL423	GPL	Uninfected	scaffold_10	547774	548774	99.787	173.96	0.573620372
JEL423	GPL	Uninfected	scaffold_10	548774	549774	113.024	173.96	0.649712578
JEL423	GPL	Uninfected	scaffold_10	549774	550774	105.708	173.96	0.607656933
JEL423	GPL	Uninfected	scaffold_10	550774	551774	109.392	173.96	0.628834215
JEL423	GPL	Uninfected	scaffold_10	551774	552774	107.482	173.96	0.617854679
JEL423	GPL	Uninfected	scaffold_10	552774	553774	122.612	173.96	0.704828696
JEL423	GPL	Uninfected	scaffold_10	553774	554774	98.984	173.96	0.569004369
JEL423	GPL	Uninfected	scaffold_10	554774	555774	99.299	173.96	0.57081513
JEL423	GPL	Uninfected	scaffold_10	555774	556774	100.531	173.96	0.577897218
JEL423	GPL	Uninfected	scaffold_10	556774	557774	96.962	173.96	0.557381007
JEL423	GPL	Uninfected	scaffold_10	557774	558774	99.734	173.96	0.573315705
JEL423	GPL	Uninfected	scaffold_10	558774	559774	107.296	173.96	0.616785468
JEL423	GPL	Uninfected	scaffold_10	559774	560774	113.29	173.96	0.651241665
JEL423	GPL	Uninfected	scaffold_10	560774	561774	93.382	173.96	0.536801564
JEL423	GPL	Uninfected	scaffold_10	561774	562774	96.254	173.96	0.553311106
JEL423	GPL	Uninfected	scaffold_10	562774	563774	109.498	173.96	0.62944355
JEL423	GPL	Uninfected	scaffold_10	563774	564774	127.235	173.96	0.731403771
JEL423	GPL	Uninfected	scaffold_10	564774	565774	120.412	173.96	0.692182111
JEL423	GPL	Uninfected	scaffold_10	565774	566774	107.743	173.96	0.619355024
JEL423	GPL	Uninfected	scaffold_10	566774	567774	101.43	173.96	0.583065072
JEL423	GPL	Uninfected	scaffold_10	567774	568774	108.51	173.96	0.623764084
JEL423	GPL	Uninfected	scaffold_10	568774	569774	112.024	173.96	0.64396413
JEL423	GPL	Uninfected	scaffold_10	569774	570774	95.87	173.96	0.551103702
JEL423	GPL	Uninfected	scaffold_10	570774	571774	105.975	173.96	0.609191768
JEL423	GPL	Uninfected	scaffold_10	571774	572774	103.361	173.96	0.594165325
JEL423	GPL	Uninfected	scaffold_10	572774	573774	117.97	173.96	0.678144401
JEL423	GPL	Uninfected	scaffold_10	573774	574774	117.272	173.96	0.674131984
JEL423	GPL	Uninfected	scaffold_10	574774	575774	104.813	173.96	0.602512072
JEL423	GPL	Uninfected	scaffold_10	575774	576774	126.583	173.96	0.727655783
JEL423	GPL	Uninfected	scaffold_10	576774	577774	105.514	173.96	0.606541734
JEL423	GPL	Uninfected	scaffold_10	577774	578774	103.613	173.96	0.595613934
JEL423	GPL	Uninfected	scaffold_10	578774	579774	101.648	173.96	0.584318234
JEL423	GPL	Uninfected	scaffold_10	579774	580774	104.658	173.96	0.601621062
JEL423	GPL	Uninfected	scaffold_10	580774	581774	103.65	173.96	0.595826627
JEL423	GPL	Uninfected	scaffold_10	581774	582774	112.192	173.96	0.644929869
JEL423	GPL	Uninfected	scaffold_10	582774	583774	110.692	173.96	0.636307197
JEL423	GPL	Uninfected	scaffold_10	583774	584774	117.524	173.96	0.675580593
JEL423	GPL	Uninfected	scaffold_10	584774	585774	106.002	173.96	0.609346976
JEL423	GPL	Uninfected	scaffold_10	585774	586774	102.708	173.96	0.590411589
JEL423	GPL	Uninfected	scaffold_10	586774	587774	108.166	173.96	0.621786618
JEL423	GPL	Uninfected	scaffold_10	587774	588774	101.464	173.96	0.58326052
JEL423	GPL	Uninfected	scaffold_10	588774	589774	109.066	173.96	0.626960221
JEL423	GPL	Uninfected	scaffold_10	589774	590774	119.802	173.96	0.688675558
JEL423	GPL	Uninfected	scaffold_10	590774	591774	103.086	173.96	0.592584502
JEL423	GPL	Uninfected	scaffold_10	591774	592774	101.592	173.96	0.583996321
JEL423	GPL	Uninfected	scaffold_10	592774	593774	91.18	173.96	0.524143481
JEL423	GPL	Uninfected	scaffold_10	593774	594774	94.383	173.96	0.54255576
JEL423	GPL	Uninfected	scaffold_10	594774	595774	123.873	173.96	0.712077489
JEL423	GPL	Uninfected	scaffold_10	595774	596774	113.709	173.96	0.653650264
JEL423	GPL	Uninfected	scaffold_10	596774	597774	80.013	173.96	0.459950563
JEL423	GPL	Uninfected	scaffold_10	597774	598774	140.554	173.96	0.807967349
JEL423	GPL	Uninfected	scaffold_10	598774	599384	8.693443	173.96	0.049973804
JEL423	GPL	Uninfected	scaffold_10	599396	599549	2.96732	173.96	0.017057484
JEL423	GPL	Uninfected	scaffold_10	599614	600614	122.841	173.96	0.706145091
JEL423	GPL	Uninfected	scaffold_10	600614	600728	6.982456	173.96	0.040138285
JEL423	GPL	Uninfected	scaffold_10	600780	601780	93.292	173.96	0.536284203
JEL423	GPL	Uninfected	scaffold_10	601780	602780	75.385	173.96	0.433346746
JEL423	GPL	Uninfected	scaffold_10	602780	603780	67.869	173.96	0.390141412
JEL423	GPL	Uninfected	scaffold_10	603780	604780	126.072	173.96	0.724718326
JEL423	GPL	Uninfected	scaffold_10	604780	604981	25.995025	173.96	0.149431047
JEL423	GPL	Uninfected	scaffold_10	605004	606004	53.977	173.96	0.310283973
JEL423	GPL	Uninfected	scaffold_10	606004	607004	69.172	173.96	0.397631639
JEL423	GPL	Uninfected	scaffold_10	607004	608004	117.44	173.96	0.675097724
JEL423	GPL	Uninfected	scaffold_10	608004	609004	103.073	173.96	0.592509772
JEL423	GPL	Uninfected	scaffold_10	609004	609076	16.375	173.96	0.094130835
JEL423	GPL	Uninfected	scaffold_10	609082	609696	71.296417	173.96	0.40984374
JEL423	GPL	Uninfected	scaffold_10	609709	609848	20.726619	173.96	0.11914589
JEL423	GPL	Uninfected	scaffold_10	609857	610857	56.639	173.96	0.325586342
JEL423	GPL	Uninfected	scaffold_10	610857	610919	1.548387	173.96	0.008900822
JEL423	GPL	Uninfected	scaffold_10	611021	612021	53.959	173.96	0.310180501
JEL423	GPL	Uninfected	scaffold_10	612021	612411	37.546154	173.96	0.215832111
JEL423	GPL	Uninfected	scaffold_10	612839	613839	61.5	173.96	0.353529547
JEL423	GPL	Uninfected	scaffold_10	613839	614839	77.482	173.96	0.445401242
JEL423	GPL	Uninfected	scaffold_10	614839	615839	50.206	173.96	0.288606576
JEL423	GPL	Uninfected	scaffold_10	615839	616839	101.926	173.96	0.585916303
JEL423	GPL	Uninfected	scaffold_10	616839	617839	88.691	173.96	0.509835594
JEL423	GPL	Uninfected	scaffold_10	617839	618839	60.131	173.96	0.345659922
JEL423	GPL	Uninfected	scaffold_10	618839	619839	67.026	173.96	0.38529547
JEL423	GPL	Uninfected	scaffold_10	619839	620839	72.463	173.96	0.416549782
JEL423	GPL	Uninfected	scaffold_10	620839	621043	15.019608	173.96	0.086339434
JEL423	GPL	Uninfected	scaffold_10	621105	622105	96.565	173.96	0.555098873
JEL423	GPL	Uninfected	scaffold_10	622105	623105	123.446	173.96	0.709622902
JEL423	GPL	Uninfected	scaffold_10	623105	624002	146.080268	173.96	0.839734813
JEL423	GPL	Uninfected	scaffold_10	624005	625005	55.002	173.96	0.316176132
JEL423	GPL	Uninfected	scaffold_10	625005	626005	125.818	173.96	0.72325822
JEL423	GPL	Uninfected	scaffold_10	626005	626676	85	173.96	0.488618073
JEL423	GPL	Uninfected	scaffold_10	626728	626845	5.948718	173.96	0.034195896
JEL423	GPL	Uninfected	scaffold_10	626908	626953	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	626974	627974	42.628	173.96	0.245044838
JEL423	GPL	Uninfected	scaffold_10	627974	628974	105.144	173.96	0.604414808
