Scaffold	Start	Coverage	Blanked	Score
scaffold_10	22586	69	1387	1.176091259
scaffold_10	22587	54	1388	1.176091259
scaffold_10	22588	53	1389	1.176091259
scaffold_10	22589	41	1390	1.176091259
scaffold_10	22590	40	1391	1.176091259
scaffold_10	22591	39	1392	1.176091259
scaffold_10	22592	30	1393	1.176091259
scaffold_10	22593	30	1394	1.176091259
scaffold_10	22594	29	1395	1.176091259
scaffold_10	22595	27	1396	1.176091259
scaffold_10	22596	28	1397	1.176091259
scaffold_10	22597	29	1398	1.176091259
scaffold_10	22598	29	1399	1.176091259
scaffold_10	22599	29	1400	1.079181246
scaffold_10	22600	29	1401	1.079181246
scaffold_10	22601	29	1402	1.079181246
scaffold_10	22602	29	1403	1.079181246
scaffold_10	22603	29	1404	1.079181246
scaffold_10	22604	28	1405	1.079181246
scaffold_10	22605	29	1406	1.079181246
scaffold_10	22606	29	1407	1.079181246
scaffold_10	22607	29	1408	1.079181246
scaffold_10	22608	29	1409	1.079181246
scaffold_10	22609	29	1410	1.079181246
scaffold_10	22610	29	1411	1.079181246
scaffold_10	22611	29	1412	1.079181246
scaffold_10	22612	29	1413	1.079181246
scaffold_10	22613	29	1414	1.079181246
scaffold_10	22614	29	1415	1.079181246
scaffold_10	22615	29	1416	1.079181246
scaffold_10	22616	29	1417	1.079181246
scaffold_10	22617	29	1418	1.176091259
scaffold_10	22618	29	1419	1.176091259
scaffold_10	22619	29	1420	1.176091259
scaffold_10	22620	29	1421	1.176091259
scaffold_10	22621	29	1422	1.176091259
scaffold_10	22622	29	1423	1.176091259
scaffold_10	22623	29	1424	1.176091259
scaffold_10	22624	29	1425	1.176091259
scaffold_10	22625	29	1426	1.176091259
scaffold_10	22626	29	1427	1.176091259
scaffold_10	22627	29	1428	1.176091259
scaffold_10	22628	28	1429	1.176091259
scaffold_10	22629	27	1430	1.176091259
scaffold_10	22630	26	1431	1.146128036
scaffold_10	22631	26	1432	1.146128036
scaffold_10	22632	26	1433	1.146128036
scaffold_10	22633	25	1434	1.146128036
scaffold_10	22634	23	1435	1.146128036
scaffold_10	22635	23	1436	1.146128036
scaffold_10	22636	23	1437	1.146128036
scaffold_10	22637	23	1438	1.146128036
scaffold_10	22638	23	1439	1.079181246
scaffold_10	22639	23	1440	1.079181246
scaffold_10	22640	23	1441	1.079181246
scaffold_10	22641	23	1442	1.079181246
scaffold_10	22642	23	1443	1.079181246
scaffold_10	22643	23	1444	1.079181246
scaffold_10	22644	23	1445	1.079181246
scaffold_10	22645	23	1446	1.079181246
scaffold_10	22646	23	1447	1
scaffold_10	22647	23	1448	1.041392685
scaffold_10	22648	23	1449	1.041392685
scaffold_10	22649	23	1450	1.041392685
scaffold_10	22650	23	1451	1.041392685
scaffold_10	22651	23	1452	1.041392685
scaffold_10	22652	23	1453	1.041392685
scaffold_10	22653	23	1454	1.041392685
scaffold_10	22654	23	1455	1.041392685
scaffold_10	22655	23	1456	1.041392685
scaffold_10	22656	23	1457	1.041392685
scaffold_10	22657	23	1458	1.041392685
scaffold_10	22658	25	1459	1.041392685
scaffold_10	22659	25	1460	1.041392685
scaffold_10	22660	25	1461	1.041392685
scaffold_10	22661	25	1462	1.041392685
scaffold_10	22662	25	1463	1.041392685
scaffold_10	22663	25	1464	1.041392685
scaffold_10	22664	25	1465	0.903089987
scaffold_10	22665	25	1466	0.84509804
scaffold_10	22666	25	1467	0.903089987
scaffold_10	22667	25	1468	0.903089987
scaffold_10	22668	25	1469	0.903089987
scaffold_10	22669	25	1470	0.903089987
scaffold_10	22670	25	1471	0.903089987
scaffold_10	22671	25	1472	0.903089987
scaffold_10	22672	25	1473	0.903089987
scaffold_10	22673	25	1474	0.954242509
scaffold_10	22674	25	1475	0.954242509
scaffold_10	22675	25	1476	0.954242509
scaffold_10	22676	25	1477	0.954242509
scaffold_10	22677	25	1478	0.954242509
scaffold_10	22678	25	1479	0.954242509
scaffold_10	22679	28	1480	0.954242509
scaffold_10	22680	28	1481	0.954242509
scaffold_10	22681	28	1482	0.954242509
scaffold_10	22682	28	1483	0.954242509
scaffold_10	22683	28	1484	0.954242509
scaffold_10	22684	28	1485	0.954242509
scaffold_10	22685	28	1486	0.954242509
scaffold_10	22686	28	1487	0.954242509
scaffold_10	22687	28	1488	0.954242509
scaffold_10	22688	28	1489	0.954242509
scaffold_10	22689	28	1490	0.954242509
scaffold_10	22690	28	1491	0.903089987
scaffold_10	22691	28	1492	0.954242509
scaffold_10	22692	28	1493	0.954242509
scaffold_10	22693	28	1494	0.954242509
scaffold_10	22694	28	1495	0.954242509
scaffold_10	22695	28	1496	0.954242509
scaffold_10	22696	28	1497	0.903089987
scaffold_10	22697	28	1498	0.954242509
scaffold_10	22698	28	1499	0.954242509
scaffold_10	22699	28	1500	0.954242509
scaffold_10	22700	28	1501	0.954242509
scaffold_10	22701	28	1502	0.954242509
scaffold_10	22702	31	1503	0.954242509
scaffold_10	22703	31	1504	0.954242509
scaffold_10	22704	31	1505	0.954242509
scaffold_10	22705	31	1506	1
scaffold_10	22706	31	1507	0.954242509
scaffold_10	22707	31	1508	0.954242509
scaffold_10	22708	31	1509	0.954242509
scaffold_10	22709	31	1510	0.954242509
scaffold_10	22710	31	1511	0.954242509
scaffold_10	22711	31	1512	0.954242509
scaffold_10	22712	31	1513	0.954242509
scaffold_10	22713	31	1514	0.954242509
scaffold_10	22714	31	1515	0.954242509
scaffold_10	22715	31	1516	0.954242509
scaffold_10	22716	31	1517	0.903089987
scaffold_10	22717	31	1518	0.954242509
scaffold_10	22718	31	1519	0.903089987
scaffold_10	22719	31	1520	0.903089987
scaffold_10	22720	31	1521	0.954242509
scaffold_10	22721	31	1522	0.903089987
scaffold_10	22722	31	1523	0.954242509
scaffold_10	22723	31	1524	0.954242509
scaffold_10	22724	31	1525	0.954242509
scaffold_10	22725	31	1526	0.954242509
scaffold_10	22726	31	1527	0.954242509
scaffold_10	22727	31	1528	0.954242509
scaffold_10	22728	31	1529	0.954242509
scaffold_10	22729	31	1530	0.954242509
scaffold_10	22730	31	1531	0.954242509
scaffold_10	22731	31	1532	0.954242509
scaffold_10	22732	31	1533	0.954242509
scaffold_10	22733	31	1534	0.954242509
scaffold_10	22734	31	1535	0.954242509
scaffold_10	22735	31	1536	0.954242509
scaffold_10	22736	31	1537	0.954242509
scaffold_10	22737	31	1538	0.954242509
scaffold_10	22738	31	1539	0.84509804
scaffold_10	22739	31	1540	0.954242509
scaffold_10	22740	31	1541	0.954242509
scaffold_10	22741	31	1542	0.954242509
scaffold_10	22742	31	1543	0.954242509
scaffold_10	22743	31	1544	0.954242509
scaffold_10	22744	31	1545	0.954242509
scaffold_10	22745	31	1546	0.954242509
scaffold_10	22746	31	1547	0.954242509
scaffold_10	22747	31	1548	0.954242509
scaffold_10	22748	31	1549	0.954242509
scaffold_10	22749	31	1550	0.954242509
scaffold_10	22750	31	1551	0.954242509
scaffold_10	22751	31	1552	0.954242509
scaffold_10	22752	31	1553	0.954242509
scaffold_10	22753	32	1554	0.954242509
scaffold_10	22754	32	1555	1
scaffold_10	22755	32	1556	1
scaffold_10	22756	32	1557	1
scaffold_10	22757	32	1558	1
scaffold_10	22758	32	1559	1
scaffold_10	22759	32	1560	1
scaffold_10	22760	32	1561	1
scaffold_10	22761	32	1562	1
scaffold_10	22762	32	1563	0.954242509
scaffold_10	22763	32	1564	1
scaffold_10	22764	32	1565	1
scaffold_10	22765	32	1566	1
scaffold_10	22766	32	1567	1
scaffold_10	22767	32	1568	1
scaffold_10	22768	32	1569	1
scaffold_10	22769	32	1570	0.954242509
scaffold_10	22770	32	1571	1
scaffold_10	22771	32	1572	1
scaffold_10	22772	32	1573	0.84509804
scaffold_10	22773	32	1574	0.84509804
scaffold_10	22774	32	1575	0.84509804
scaffold_10	22775	32	1576	0.84509804
scaffold_10	22776	32	1577	0.84509804
scaffold_10	22777	32	1578	0.84509804
scaffold_10	22778	32	1579	0.84509804
scaffold_10	22779	32	1580	0.84509804
scaffold_10	22780	32	1581	0.84509804
scaffold_10	22781	32	1582	0.84509804
scaffold_10	22782	32	1583	0.84509804
scaffold_10	22783	32	1584	0.84509804
scaffold_10	22784	32	1585	0.84509804
scaffold_10	22785	32	1586	0.84509804
scaffold_10	22786	32	1587	0.84509804
scaffold_10	22787	32	1588	0.84509804
scaffold_10	22788	32	1589	0.84509804
scaffold_10	22789	32	1590	0.84509804
scaffold_10	22790	32	1591	0.84509804
scaffold_10	22791	32	1592	0.84509804
scaffold_10	22792	32	1593	0.84509804
scaffold_10	22793	32	1594	0.84509804
scaffold_10	22794	32	1595	0.84509804
scaffold_10	22795	32	1596	0.84509804
scaffold_10	22796	32	1597	0.84509804
scaffold_10	22797	32	1598	0.84509804
scaffold_10	22798	32	1599	0.84509804
scaffold_10	22799	32	1600	0.84509804
scaffold_10	22800	32	1601	0.84509804
scaffold_10	22801	32	1602	0.84509804
scaffold_10	22802	32	1603	0.84509804
scaffold_10	22803	32	1604	0.84509804
scaffold_10	22804	32	1605	0.84509804
scaffold_10	22805	32	1606	0.84509804
scaffold_10	22806	32	1607	0.84509804
scaffold_10	22807	32	1608	0.84509804
scaffold_10	22808	30	1609	0.84509804
scaffold_10	22809	30	1610	0.84509804
scaffold_10	22810	30	1611	0.84509804
scaffold_10	22811	30	1612	0.84509804
scaffold_10	22812	30	1613	0.84509804
scaffold_10	22813	30	1614	0.84509804
scaffold_10	22814	30	1615	0.84509804
scaffold_10	22815	30	1616	0.84509804
scaffold_10	22816	30	1617	0.84509804
scaffold_10	22817	30	1618	0.84509804
scaffold_10	22818	30	1619	0.84509804
scaffold_10	22819	30	1620	0.84509804
scaffold_10	22820	30	1621	0.84509804
scaffold_10	22821	30	1622	0.84509804
scaffold_10	22822	30	1623	0.84509804
scaffold_10	22823	30	1624	0.77815125
scaffold_10	22824	30	1625	0.77815125
scaffold_10	22825	30	1626	0.77815125
scaffold_10	22826	30	1627	0.77815125
scaffold_10	22827	30	1628	0.77815125
scaffold_10	22828	30	1629	0.77815125
scaffold_10	22829	27	1630	0.77815125
scaffold_10	22830	27	1631	0.77815125
scaffold_10	22831	27	1632	0.77815125
scaffold_10	22832	27	1633	0.77815125
scaffold_10	22833	27	1634	0.77815125
scaffold_10	22834	27	1635	0.77815125
scaffold_10	22835	27	1636	0.77815125
scaffold_10	22836	27	1637	0.77815125
scaffold_10	22837	27	1638	0.77815125
scaffold_10	22838	27	1639	0.77815125
scaffold_10	22839	27	1640	0.77815125
scaffold_10	22840	27	1641	0.77815125
scaffold_10	22841	27	1642	0.84509804
scaffold_10	22842	27	1643	0.84509804
scaffold_10	22843	27	1644	0.84509804
scaffold_10	22844	27	1645	0.84509804
scaffold_10	22845	27	1646	0.84509804
scaffold_10	22846	27	1647	0.602059991
scaffold_10	22847	27	1648	0.602059991
scaffold_10	22848	27	1649	0.602059991
scaffold_10	22849	27	1650	0.602059991
scaffold_10	22850	27	1651	0.602059991
scaffold_10	22851	29	1652	0.602059991
scaffold_10	22852	29	1653	0.602059991
scaffold_10	22853	29	1654	0.602059991
scaffold_10	22854	29	1655	0.602059991
scaffold_10	22855	29	1656	0.477121255
scaffold_10	22856	29	1657	0.477121255
scaffold_10	22857	29	1658	0.477121255
scaffold_10	22858	29	1659	0.477121255
scaffold_10	22859	30	1660	0.477121255
scaffold_10	22860	30	1661	0.477121255
scaffold_10	22861	30	1662	0.477121255
scaffold_10	22862	30	1663	0.477121255
scaffold_10	22863	30	1664	0.477121255
scaffold_10	22864	30	1665	0.477121255
scaffold_10	22865	30	1666	0.477121255
scaffold_10	22866	30	1667	0.477121255
scaffold_10	22867	30	1668	0.477121255
scaffold_10	22868	30	1669	0.477121255
scaffold_10	22869	30	1670	0.477121255
scaffold_10	22870	30	1671	0.477121255
scaffold_10	22871	30	1672	0.477121255
scaffold_10	22872	30	1673	0.477121255
scaffold_10	22873	30	1674	0.477121255
scaffold_10	22874	30	1675	0.477121255
scaffold_10	22875	30	1676	0.477121255
scaffold_10	22876	30	1677	0.477121255
scaffold_10	22877	33	1678	0.477121255
scaffold_10	22878	33	1679	0.477121255
scaffold_10	22879	33	1680	0.477121255
scaffold_10	22880	33	1681	0.477121255
scaffold_10	22881	33	1682	0.477121255
scaffold_10	22882	33	1683	0.477121255
scaffold_10	22883	33	1684	0.477121255
scaffold_10	22884	33	1685	0.477121255
scaffold_10	22885	33	1686	0.477121255
scaffold_10	22886	33	1687	0.477121255
scaffold_10	22887	33	1688	0.477121255
scaffold_10	22888	33	1689	0.477121255
scaffold_10	22889	33	1690	0.477121255
scaffold_10	22890	33	1691	0.477121255
scaffold_10	22891	33	1692	0.477121255
scaffold_10	22892	33	1693	0.477121255
scaffold_10	22893	33	1694	0.477121255
scaffold_10	22894	36	1695	0.477121255
scaffold_10	22895	36	1696	0.477121255
scaffold_10	22896	36	1697	0.301029996
scaffold_10	22897	36	1698	0.477121255
scaffold_10	22898	36	1699	0.477121255
scaffold_10	22899	36	1700	0.477121255
scaffold_10	22900	36	1701	0.477121255
scaffold_10	22901	36	1702	0.477121255
scaffold_10	22902	36	1703	0.477121255
scaffold_10	22903	36	1704	0.477121255
scaffold_10	22904	36	1705	0.301029996
scaffold_10	22905	36	1706	0.301029996
scaffold_10	22906	36	1707	0.301029996
scaffold_10	22907	36	1708	0.301029996
scaffold_10	22908	36	1709	0.301029996
scaffold_10	22909	36	1710	0.301029996
scaffold_10	22910	36	1711	0.301029996
scaffold_10	22911	36	1712	0.301029996
scaffold_10	22912	36	1713	0.301029996
scaffold_10	22913	35	1714	0.301029996
scaffold_10	22914	36	1715	0.301029996
scaffold_10	22915	36	1716	0.301029996
scaffold_10	22916	36	1717	0.301029996
scaffold_10	22917	36	1718	0.301029996
scaffold_10	22918	36	1719	0.301029996
scaffold_10	22919	37	1720	0.301029996
scaffold_10	22920	37	1721	0.301029996
scaffold_10	22921	37	1722	0.301029996
scaffold_10	22922	37	1723	0.301029996
scaffold_10	22923	37	1724	0.301029996
scaffold_10	22924	37	1725	0.301029996
scaffold_10	22925	37	1726	0.301029996
scaffold_10	22926	37	1727	0.301029996
scaffold_10	22927	37	1728	0.301029996
scaffold_10	22928	37	1729	0.301029996
scaffold_10	22929	37	1730	0.301029996
scaffold_10	22930	37	1731	0.301029996
scaffold_10	22931	37	1732	0.301029996
scaffold_10	22932	37	1733	0.301029996
scaffold_10	22933	37	1734	0.301029996
scaffold_10	22934	37	1735	0.301029996
scaffold_10	22935	37	1736	0.301029996
scaffold_10	22936	37	1737	0.301029996
scaffold_10	22937	37	1738	0.301029996
scaffold_10	22938	37	1739	0.301029996
scaffold_10	22939	37	1740	0.301029996
scaffold_10	22940	37	1741	0.301029996
scaffold_10	22941	37	1742	0.301029996
scaffold_10	22942	37	1743	0.301029996
scaffold_10	22943	37	1744	0.301029996
scaffold_10	22944	37	1745	0.301029996
scaffold_10	22945	37	1746	0.301029996
scaffold_10	22946	37	1747	0.301029996
scaffold_10	22947	37	1748	0.301029996
scaffold_10	22948	37	1749	0.301029996
scaffold_10	22949	37	1750	0.301029996
scaffold_10	22950	37	1751	0.301029996
scaffold_10	22951	37	1752	0.301029996
scaffold_10	22952	37	1753	0.301029996
scaffold_10	22953	37	1754	0.301029996
scaffold_10	22954	37	1755	0.301029996
scaffold_10	22955	37	1756	0.301029996
scaffold_10	22956	37	1757	0.301029996
scaffold_10	22957	37	1758	0.301029996
scaffold_10	22958	37	1759	0.301029996
scaffold_10	22959	37	1760	0.301029996
scaffold_10	22960	37	1761	0.301029996
scaffold_10	22961	37	1762	0.301029996
scaffold_10	22962	34	1763	0.301029996
scaffold_10	22963	34	1764	0.301029996
scaffold_10	22964	34	1765	0.301029996
scaffold_10	22965	34	1766	0.301029996
scaffold_10	22966	34	1767	0.301029996
scaffold_10	22967	34	1768	0.301029996
scaffold_10	22968	34	1769	0.301029996
scaffold_10	22969	34	1770	0.301029996
scaffold_10	22970	34	1771	0.301029996
scaffold_10	22971	34	1772	0.301029996
scaffold_10	22972	34	1773	0.301029996
scaffold_10	22973	34	1774	0.301029996
scaffold_10	22974	34	1775	0.301029996
scaffold_10	22975	34	1776	0.301029996
scaffold_10	22976	34	1777	0.301029996
scaffold_10	22977	34	1778	0.301029996
scaffold_10	22978	34	1779	0.301029996
scaffold_10	22979	34	1780	0.301029996
scaffold_10	22980	37	1781	0.301029996
scaffold_10	22981	37	1782	0.301029996
scaffold_10	22982	37	1783	0.301029996
scaffold_10	22983	37	1784	0.477121255
scaffold_10	22984	37	1785	0.602059991
scaffold_10	22985	37	1786	0.602059991
scaffold_10	22986	37	1787	0.602059991
scaffold_10	22987	37	1788	0.602059991
scaffold_10	22988	37	1789	0.602059991
scaffold_10	22989	37	1790	0.602059991
scaffold_10	22990	37	1791	0.602059991
scaffold_10	22991	37	1792	0.477121255
scaffold_10	22992	37	1793	0.477121255
scaffold_10	22993	36	1794	0.477121255
scaffold_10	22994	36	1795	0.301029996
scaffold_10	22995	36	1796	0.477121255
scaffold_10	22996	36	1797	0.477121255
scaffold_10	22997	36	1798	0.477121255
scaffold_10	22998	36	1799	0.477121255
scaffold_10	22999	36	1800	0.301029996
scaffold_10	23000	36	1801	0.477121255
scaffold_10	23001	34	1802	0.477121255
scaffold_10	23002	34	1803	0.477121255
scaffold_10	23003	34	1804	0.477121255
scaffold_10	23004	34	1805	0.477121255
scaffold_10	23005	34	1806	0.477121255
scaffold_10	23006	34	1807	0.477121255
scaffold_10	23007	34	1808	0.477121255
scaffold_10	23008	34	1809	0.477121255
scaffold_10	23009	32	1810	0.477121255
scaffold_10	23010	33	1811	0.477121255
scaffold_10	23011	33	1812	0.477121255
scaffold_10	23012	33	1813	0.477121255
scaffold_10	23013	33	1814	0.477121255
scaffold_10	23014	33	1815	0.301029996
scaffold_10	23015	33	1816	0.477121255
scaffold_10	23016	33	1817	0.477121255
scaffold_10	23017	33	1818	0.477121255
scaffold_10	23018	33	1819	0.477121255
scaffold_10	23019	33	1820	0.477121255
scaffold_10	23020	33	1821	0.477121255
scaffold_10	23021	33	1822	0.477121255
scaffold_10	23022	33	1823	0.477121255
scaffold_10	23023	33	1824	0.477121255
scaffold_10	23024	33	1825	0.301029996
scaffold_10	23025	33	1826	0.477121255
scaffold_10	23026	33	1827	0.477121255
scaffold_10	23027	30	1828	0.477121255
scaffold_10	23028	29	1829	0.477121255
scaffold_10	23029	30	1830	0.477121255
scaffold_10	23030	30	1831	0.477121255
scaffold_10	23031	30	1832	0.477121255
scaffold_10	23032	30	1833	0.477121255
scaffold_10	23033	30	1834	0.301029996
scaffold_10	23034	30	1835	0.477121255
scaffold_10	23035	30	1836	0.301029996
scaffold_10	23036	31	1837	0.301029996
scaffold_10	23037	31	1838	0.477121255
scaffold_10	23038	31	1839	0.477121255
scaffold_10	23039	31	1840	0.477121255
scaffold_10	23040	31	1841	0.477121255
scaffold_10	23041	31	1842	0.477121255
scaffold_10	23042	31	1843	0.477121255
scaffold_10	23043	31	1844	0.477121255
scaffold_10	23044	31	1845	0.477121255
scaffold_10	23045	31	1846	0.477121255
scaffold_10	23046	31	1847	0.477121255
scaffold_10	23047	31	1848	0.477121255
scaffold_10	23048	31	1849	0.477121255
scaffold_10	23049	31	1850	0.301029996
scaffold_10	23050	31	1851	0.477121255
scaffold_10	23051	31	1852	0.477121255
scaffold_10	23052	31	1853	0.477121255
scaffold_10	23053	30	1854	0.477121255
scaffold_10	23054	31	1855	0.477121255
scaffold_10	23055	31	1856	0.477121255
scaffold_10	23056	31	1857	0.477121255
scaffold_10	23057	31	1858	0.477121255
scaffold_10	23058	31	1859	0.477121255
scaffold_10	23059	30	1860	0.477121255
scaffold_10	23060	31	1861	0.301029996
scaffold_10	23061	31	1862	0.477121255
scaffold_10	23062	31	1863	0.477121255
scaffold_10	23063	31	1864	0.477121255
scaffold_10	23064	31	1865	0.477121255
scaffold_10	23065	31	1866	0.301029996
scaffold_10	23066	31	1867	0.477121255
scaffold_10	23067	31	1868	0.477121255
scaffold_10	23068	32	1869	0.477121255
scaffold_10	23069	31	1870	0.477121255
scaffold_10	23070	31	1871	0.477121255
scaffold_10	23071	31	1872	0.477121255
scaffold_10	23072	31	1873	0.477121255
scaffold_10	23073	31	1874	0.477121255
scaffold_10	23074	31	1875	0.477121255
scaffold_10	23075	31	1876	0.477121255
scaffold_10	23076	31	1877	0.477121255
scaffold_10	23077	31	1878	0.477121255
scaffold_10	23078	31	1879	0.477121255
scaffold_10	23079	30	1880	0.477121255
scaffold_10	23080	31	1881	0.477121255
scaffold_10	23081	30	1882	0.477121255
scaffold_10	23082	30	1883	0.477121255
scaffold_10	23083	31	1884	0.477121255
scaffold_10	23084	30	1885	0.477121255
scaffold_10	23085	31	1886	0.477121255
scaffold_10	23086	31	1887	0.477121255
scaffold_10	23087	31	1888	0.477121255
scaffold_10	23088	31	1889	0.477121255
scaffold_10	23089	31	1890	0.477121255
scaffold_10	23090	31	1891	0.477121255
scaffold_10	23091	31	1892	0.477121255
scaffold_10	23092	31	1893	0.477121255
scaffold_10	23093	31	1894	0.477121255
scaffold_10	23094	31	1895	0.477121255
scaffold_10	23095	31	1896	0.477121255
scaffold_10	23096	31	1897	0.477121255
scaffold_10	23097	31	1898	0.477121255
scaffold_10	23098	31	1899	0.477121255
scaffold_10	23099	31	1900	0.477121255
scaffold_10	23100	31	1901	0.477121255
scaffold_10	23101	29	1902	0.477121255
scaffold_10	23102	31	1903	0.477121255
scaffold_10	23103	31	1904	0.477121255
scaffold_10	23104	31	1905	0.477121255
scaffold_10	23105	31	1906	0.477121255
scaffold_10	23106	31	1907	0.477121255
scaffold_10	23107	31	1908	0.477121255
scaffold_10	23108	31	1909	0.477121255
scaffold_10	23109	31	1910	0.477121255
scaffold_10	23110	31	1911	0.477121255
scaffold_10	23111	31	1912	0.477121255
scaffold_10	23112	31	1913	0.477121255
scaffold_10	23113	31	1914	0.477121255
scaffold_10	23114	31	1915	0.477121255
scaffold_10	23115	31	1916	0.477121255
scaffold_10	23116	31	1917	0.477121255
scaffold_10	23117	32	1918	0.477121255
scaffold_10	23118	32	1919	0.477121255
scaffold_10	23119	32	1920	0.477121255
scaffold_10	23120	32	1921	0.477121255
scaffold_10	23121	32	1922	0.477121255
scaffold_10	23122	32	1923	0.477121255
scaffold_10	23123	32	1924	0.477121255
scaffold_10	23124	32	1925	0.477121255
scaffold_10	23125	31	1926	0.477121255
scaffold_10	23126	32	1927	0.477121255
scaffold_10	23127	32	1928	0.477121255
scaffold_10	23128	32	1929	0.477121255
scaffold_10	23129	32	1930	0.477121255
scaffold_10	23130	32	1931	0.477121255
scaffold_10	23131	32	1932	0.477121255
scaffold_10	23132	31	1933	0.477121255
scaffold_10	23133	32	1934	0.301029996
scaffold_10	23134	32	1935	0.477121255
scaffold_10	23135	29	1936	0.301029996
scaffold_10	23136	29	1937	0.301029996
scaffold_10	23137	29	1938	0.477121255
scaffold_10	23138	29	1939	0.477121255
scaffold_10	23139	29	1940	0.477121255
scaffold_10	23140	29	1941	0.477121255
scaffold_10	23141	29	1942	0.477121255
scaffold_10	23142	29	1943	0.477121255
scaffold_10	23143	29	1944	0.477121255
scaffold_10	23144	29	1945	0.301029996
scaffold_10	23145	29	1946	0.477121255
scaffold_10	23146	29	1947	0.301029996
scaffold_10	23147	29	1948	0.477121255
scaffold_10	23148	29	1949	0.477121255
scaffold_10	23149	29	1950	0.477121255
scaffold_10	23150	29	1951	0.477121255
scaffold_10	23151	29	1952	0.477121255
scaffold_10	23152	29	1953	0.477121255
scaffold_10	23153	29	1954	0.477121255
scaffold_10	23154	29	1955	0.477121255
scaffold_10	23155	29	1956	0.477121255
scaffold_10	23156	29	1957	0.477121255
scaffold_10	23157	29	1958	0.477121255
scaffold_10	23158	29	1959	0.477121255
scaffold_10	23159	29	1960	0.301029996
scaffold_10	23160	29	1961	0.477121255
scaffold_10	23161	29	1962	0.477121255
scaffold_10	23162	29	1963	0.477121255
scaffold_10	23163	29	1964	0.301029996
scaffold_10	23164	29	1965	0.477121255
scaffold_10	23165	29	1966	0.477121255
scaffold_10	23166	29	1967	0.477121255
scaffold_10	23167	29	1968	0.477121255
scaffold_10	23168	29	1969	0.477121255
scaffold_10	23169	29	1970	0.477121255
scaffold_10	23170	29	1971	0.477121255
scaffold_10	23171	29	1972	0.477121255
scaffold_10	23172	29	1973	0.477121255
scaffold_10	23173	29	1974	0.477121255
scaffold_10	23174	29	1975	0.477121255
scaffold_10	23175	29	1976	0.477121255
scaffold_10	23176	29	1977	0.477121255
scaffold_10	23177	29	1978	0.477121255
scaffold_10	23178	29	1979	0.301029996
scaffold_10	23179	29	1980	0.301029996
scaffold_10	23180	29	1981	0.477121255
scaffold_10	23181	29	1982	0.301029996
scaffold_10	23182	29	1983	0.477121255
scaffold_10	23183	29	1984	0.477121255
scaffold_10	23184	29	1985	0.477121255
scaffold_10	23185	29	1986	0.477121255
scaffold_10	23186	28	1987	0.301029996
scaffold_10	23187	28	1988	0.477121255
scaffold_10	23188	28	1989	0.477121255
scaffold_10	23189	28	1990	0.477121255
scaffold_10	23190	28	1991	0.477121255
scaffold_10	23191	28	1992	0.477121255
scaffold_10	23192	28	1993	0.477121255
scaffold_10	23193	28	1994	0.301029996
scaffold_10	23194	28	1995	0.477121255
scaffold_10	23195	28	1996	0.301029996
scaffold_10	23196	28	1997	0.477121255
scaffold_10	23197	28	1998	0.477121255
scaffold_10	23198	28	1999	0.477121255
scaffold_10	23199	28	2000	0.477121255
scaffold_10	23200	28	2001	0.477121255
scaffold_10	23201	28	2002	0.477121255
scaffold_10	23202	28	2003	0.477121255
scaffold_10	23203	28	2004	0.477121255
scaffold_10	23204	29	2005	0.477121255
scaffold_10	23205	29	2006	0.477121255
scaffold_10	23206	29	2007	0.477121255
scaffold_10	23207	29	2008	0.477121255
scaffold_10	23208	29	2009	0.477121255
scaffold_10	23209	26	2010	0.477121255
scaffold_10	23210	26	2011	0.477121255
scaffold_10	23211	26	2012	0.477121255
scaffold_10	23212	26	2013	0.477121255
scaffold_10	23213	26	2014	0.477121255
scaffold_10	23214	26	2015	0.477121255
scaffold_10	23215	26	2016	0.477121255
scaffold_10	23216	26	2017	0.301029996
scaffold_10	23217	26	2018	0.477121255
scaffold_10	23218	25	2019	0.301029996
scaffold_10	23219	25	2020	0.477121255
scaffold_10	23220	25	2021	0.477121255
scaffold_10	23221	25	2022	0.301029996
scaffold_10	23222	25	2023	0.477121255
scaffold_10	23223	25	2024	0.477121255
scaffold_10	23224	25	2025	0.477121255
scaffold_10	23225	25	2026	0.477121255
scaffold_10	23226	25	2027	0.477121255
scaffold_10	23227	25	2028	0.477121255
scaffold_10	23228	25	2029	0.477121255
scaffold_10	23229	25	2030	0.477121255
scaffold_10	23230	25	2031	0.301029996
scaffold_10	23231	25	2032	0.301029996
scaffold_10	23232	25	2033	0.301029996
scaffold_10	23233	25	2034	0.301029996
scaffold_10	23234	25	2035	0.301029996
scaffold_10	23235	25	2036	0
scaffold_10	23236	25	2037	0.301029996
scaffold_10	23237	25	2038	0.301029996
scaffold_10	23238	25	2039	0.477121255
scaffold_10	23239	25	2040	0
scaffold_10	23240	25	2041	0.477121255
scaffold_10	23241	25	2042	0.301029996
scaffold_10	23242	25	2043	0.477121255
scaffold_10	23243	25	2044	0.477121255
scaffold_10	23244	25	2045	0.602059991
scaffold_10	23245	25	2046	0.602059991
scaffold_10	23246	25	2047	0.602059991
scaffold_10	23247	25	2048	1.041392685
scaffold_10	23248	25	2049	1.041392685
scaffold_10	23249	25	2050	1.041392685
scaffold_10	23250	25	2051	1.041392685
scaffold_10	23251	25	2052	1.041392685
scaffold_10	23252	25	2053	1.041392685
scaffold_10	23253	25	2054	1.041392685
scaffold_10	23254	25	2055	1.041392685
